Time in ms from program start,Instantaneous IMU acceleration (maybe m/s2),Velocity (m/s),Displacement (m)
32759.000,0.000,0.000,0.000
32799.000,0.000,0.000,0.000
32839.000,0.000,0.000,0.000
32879.000,0.000,0.000,0.000
32919.000,0.000,0.000,0.000
32959.000,0.000,0.000,0.000
32999.000,0.000,0.000,0.000
33039.000,0.000,0.000,0.000
33079.000,0.000,0.000,0.000
33119.000,0.000,0.000,0.000
33159.000,0.000,0.000,0.000
33199.000,0.000,0.000,0.000
33239.000,0.000,0.000,0.000
33279.000,0.000,0.000,0.000
33319.000,0.000,0.000,0.000
33359.000,0.000,0.000,0.000
33399.000,0.000,0.000,0.000
33439.000,0.000,0.000,0.000
33479.000,0.000,0.000,0.000
33519.000,0.000,0.000,0.000
33559.000,0.000,0.000,0.000
33599.000,0.000,0.000,0.000
33640.000,0.000,0.000,0.000
33679.000,0.000,0.000,0.000
33722.000,0.000,0.000,0.000
33759.000,0.000,0.000,0.000
33799.000,0.000,0.000,0.000
33839.000,0.000,0.000,0.000
33879.000,0.000,0.000,0.000
33919.000,0.000,0.000,0.000
33959.000,0.000,0.000,0.000
33999.000,0.000,0.000,0.000
34039.000,0.000,0.000,0.000
34079.000,0.000,0.000,0.000
34119.000,0.000,0.000,0.000
34159.000,0.000,0.000,0.000
34199.000,0.000,0.000,0.000
34239.000,0.000,0.000,0.000
34279.000,0.000,0.000,0.000
34320.000,0.000,0.000,0.000
34359.000,0.000,0.000,0.000
34399.000,0.000,0.000,0.000
34439.000,0.000,0.000,0.000
34479.000,0.000,0.000,0.000
34519.000,0.000,0.000,0.000
34559.000,0.000,0.000,0.000
34599.000,0.000,0.000,0.000
34639.000,0.000,0.000,0.000
34679.000,0.000,0.000,0.000
34720.000,0.000,0.000,0.000
34759.000,0.000,0.000,0.000
34799.000,0.000,0.000,0.000
34840.000,0.000,0.000,0.000
34879.000,0.000,0.000,0.000
34919.000,0.000,0.000,0.000
34960.000,0.000,0.000,0.000
34999.000,0.000,0.000,0.000
35039.000,0.000,0.000,0.000
35079.000,0.000,0.000,0.000
35119.000,0.000,0.000,0.000
35159.000,0.000,0.000,0.000
35199.000,0.000,0.000,0.000
35239.000,0.000,0.000,0.000
35279.000,0.000,0.000,0.000
35319.000,0.000,0.000,0.000
35359.000,0.000,0.000,0.000
35399.000,0.000,0.000,0.000
35439.000,0.000,0.000,0.000
35479.000,0.000,0.000,0.000
35519.000,0.000,0.000,0.000
35559.000,0.000,0.000,0.000
35599.000,0.000,0.000,0.000
35639.000,0.000,0.000,0.000
35679.000,0.000,0.000,0.000
35719.000,0.000,0.000,0.000
35759.000,0.000,0.000,0.000
35799.000,0.000,0.000,0.000
35839.000,0.000,0.000,0.000
35879.000,0.000,0.000,0.000
35919.000,0.000,0.000,0.000
35959.000,0.000,0.000,0.000
35999.000,0.000,0.000,0.000
36039.000,0.000,0.000,0.000
36079.000,0.000,0.000,0.000
36119.000,0.000,0.000,0.000
36159.000,0.000,0.000,0.000
36199.000,0.000,0.000,0.000
36239.000,0.000,0.000,0.000
36279.000,0.000,0.000,0.000
36319.000,0.000,0.000,0.000
36359.000,0.000,0.000,0.000
36399.000,0.000,0.000,0.000
36439.000,0.000,0.000,0.000
36479.000,0.000,0.000,0.000
36519.000,0.000,0.000,0.000
36559.000,0.000,0.000,0.000
36599.000,0.000,0.000,0.000
36639.000,0.000,0.000,0.000
36679.000,0.000,0.000,0.000
36719.000,0.000,0.000,0.000
36759.000,0.000,0.000,0.000
36799.000,0.000,0.000,0.000
36839.000,0.000,0.000,0.000
36879.000,0.000,0.000,0.000
36919.000,0.000,0.000,0.000
36960.000,0.000,0.000,0.000
36999.000,0.000,0.000,0.000
37039.000,0.000,0.000,0.000
37079.000,0.000,0.000,0.000
37119.000,0.000,0.000,0.000
37159.000,0.000,0.000,0.000
37199.000,0.000,0.000,0.000
37239.000,0.000,0.000,0.000
37279.000,0.000,0.000,0.000
37319.000,0.000,0.000,0.000
37359.000,0.000,0.000,0.000
37399.000,0.000,0.000,0.000
37439.000,0.000,0.000,0.000
37479.000,0.000,0.000,0.000
37519.000,0.000,0.000,0.000
37559.000,0.000,0.000,0.000
37599.000,0.000,0.000,0.000
37639.000,0.000,0.000,0.000
37679.000,0.000,0.000,0.000
37719.000,0.000,0.000,0.000
37759.000,0.000,0.000,0.000
37799.000,0.000,0.000,0.000
37839.000,0.000,0.000,0.000
37879.000,0.000,0.000,0.000
37919.000,0.000,0.000,0.000
37959.000,0.000,0.000,0.000
37999.000,0.000,0.000,0.000
38039.000,0.000,0.000,0.000
38119.000,0.000,0.000,0.000
38159.000,0.000,0.000,0.000
38199.000,0.000,0.000,0.000
38239.000,0.000,0.000,0.000
38280.000,0.000,0.000,0.000
38319.000,0.000,0.000,0.000
38359.000,0.000,0.000,0.000
38399.000,0.000,0.000,0.000
38439.000,0.000,0.000,0.000
38479.000,0.000,0.000,0.000
38519.000,0.000,0.000,0.000
38559.000,0.000,0.000,0.000
38599.000,0.000,0.000,0.000
38639.000,0.000,0.000,0.000
38679.000,0.000,0.000,0.000
38719.000,0.000,0.000,0.000
38759.000,0.000,0.000,0.000
38799.000,0.000,0.000,0.000
38839.000,0.000,0.000,0.000
38879.000,0.000,0.000,0.000
38919.000,0.000,0.000,0.000
38959.000,0.000,0.000,0.000
38999.000,0.000,0.000,0.000
39039.000,0.000,0.000,0.000
39079.000,0.000,0.000,0.000
39119.000,0.000,0.000,0.000
39159.000,0.000,0.000,0.000
39199.000,0.000,0.000,0.000
39239.000,0.000,0.000,0.000
39279.000,0.000,0.000,0.000
39319.000,0.000,0.000,0.000
39359.000,0.000,0.000,0.000
39399.000,0.000,0.000,0.000
39439.000,0.000,0.000,0.000
39479.000,0.000,0.000,0.000
39519.000,0.000,0.000,0.000
39559.000,0.000,0.000,0.000
39599.000,0.000,0.000,0.000
39639.000,0.000,0.000,0.000
39679.000,0.000,0.000,0.000
39719.000,0.000,0.000,0.000
39759.000,0.000,0.000,0.000
39799.000,0.000,0.000,0.000
39839.000,0.000,0.000,0.000
39879.000,0.000,0.000,0.000
39919.000,0.000,0.000,0.000
39959.000,0.000,0.000,0.000
39999.000,0.000,0.000,0.000
40039.000,0.000,0.000,0.000
40079.000,0.000,0.000,0.000
40119.000,0.000,0.000,0.000
40159.000,0.000,0.000,0.000
40199.000,0.000,0.000,0.000
40239.000,0.000,0.000,0.000
40279.000,0.000,0.000,0.000
40319.000,0.000,0.000,0.000
40360.000,0.000,0.000,0.000
40399.000,0.000,0.000,0.000
40439.000,0.000,0.000,0.000
40479.000,0.000,0.000,0.000
40519.000,0.000,0.000,0.000
40559.000,0.000,0.000,0.000
40599.000,0.000,0.000,0.000
40639.000,0.000,0.000,0.000
40679.000,0.000,0.000,0.000
40719.000,0.000,0.000,0.000
40759.000,0.000,0.000,0.000
40800.000,0.000,0.000,0.000
40839.000,0.000,0.000,0.000
40879.000,0.000,0.000,0.000
40919.000,0.000,0.000,0.000
40959.000,0.000,0.000,0.000
40999.000,0.000,0.000,0.000
41039.000,0.000,0.000,0.000
41079.000,0.000,0.000,0.000
41119.000,0.000,0.000,0.000
41159.000,0.000,0.000,0.000
41199.000,0.000,0.000,0.000
41239.000,0.000,0.000,0.000
41279.000,0.000,0.000,0.000
41319.000,0.000,0.000,0.000
41359.000,0.000,0.000,0.000
41399.000,0.000,0.000,0.000
41439.000,0.000,0.000,0.000
41479.000,0.000,0.000,0.000
41520.000,0.000,0.000,0.000
41559.000,0.000,0.000,0.000
41599.000,0.000,0.000,0.000
41639.000,0.000,0.000,0.000
41679.000,0.000,0.000,0.000
41719.000,0.000,0.000,0.000
41759.000,0.000,0.000,0.000
41799.000,0.000,0.000,0.000
41839.000,0.000,0.000,0.000
41879.000,0.000,0.000,0.000
41920.000,0.000,0.000,0.000
41959.000,0.000,0.000,0.000
41999.000,0.000,0.000,0.000
42039.000,0.000,0.000,0.000
42079.000,0.000,0.000,0.000
42119.000,0.000,0.000,0.000
42159.000,0.000,0.000,0.000
42199.000,0.000,0.000,0.000
42239.000,0.000,0.000,0.000
42279.000,0.000,0.000,0.000
42319.000,0.000,0.000,0.000
42359.000,0.000,0.000,0.000
42399.000,0.000,0.000,0.000
42439.000,0.000,0.000,0.000
42479.000,0.000,0.000,0.000
42519.000,0.000,0.000,0.000
42559.000,0.000,0.000,0.000
42599.000,0.000,0.000,0.000
42639.000,0.000,0.000,0.000
42679.000,0.000,0.000,0.000
42719.000,0.000,0.000,0.000
42759.000,0.000,0.000,0.000
42799.000,0.000,0.000,0.000
42839.000,0.000,0.000,0.000
42879.000,0.000,0.000,0.000
42919.000,0.000,0.000,0.000
42959.000,0.000,0.000,0.000
43000.000,0.000,0.000,0.000
43039.000,0.000,0.000,0.000
43079.000,0.000,0.000,0.000
43119.000,0.000,0.000,0.000
43159.000,0.000,0.000,0.000
43199.000,0.000,0.000,0.000
43239.000,0.000,0.000,0.000
43279.000,0.000,0.000,0.000
43319.000,0.000,0.000,0.000
43359.000,0.000,0.000,0.000
43399.000,0.000,0.000,0.000
43440.000,0.000,0.000,0.000
43479.000,0.000,0.000,0.000
43519.000,0.000,0.000,0.000
43559.000,0.000,0.000,0.000
43599.000,0.000,0.000,0.000
43639.000,0.000,0.000,0.000
43679.000,0.000,0.000,0.000
43719.000,0.000,0.000,0.000
43759.000,0.000,0.000,0.000
43799.000,0.000,0.000,0.000
43839.000,0.000,0.000,0.000
43879.000,0.000,0.000,0.000
43919.000,0.000,0.000,0.000
43959.000,0.000,0.000,0.000
43999.000,0.000,0.000,0.000
44039.000,0.000,0.000,0.000
44079.000,0.000,0.000,0.000
44119.000,0.000,0.000,0.000
44159.000,0.000,0.000,0.000
44199.000,0.000,0.000,0.000
44239.000,0.000,0.000,0.000
44279.000,0.000,0.000,0.000
44319.000,0.000,0.000,0.000
44359.000,0.000,0.000,0.000
44399.000,0.000,0.000,0.000
44439.000,0.000,0.000,0.000
44479.000,0.000,0.000,0.000
44519.000,0.000,0.000,0.000
44559.000,0.000,0.000,0.000
44599.000,0.000,0.000,0.000
44639.000,0.000,0.000,0.000
44679.000,0.000,0.000,0.000
44719.000,0.000,0.000,0.000
44759.000,0.000,0.000,0.000
44799.000,0.000,0.000,0.000
44839.000,0.000,0.000,0.000
44879.000,0.000,0.000,0.000
44919.000,0.000,0.000,0.000
44959.000,0.000,0.000,0.000
44999.000,0.000,0.000,0.000
45039.000,0.000,0.000,0.000
45079.000,0.000,0.000,0.000
45119.000,0.000,0.000,0.000
45159.000,0.000,0.000,0.000
45199.000,0.000,0.000,0.000
45239.000,0.000,0.000,0.000
45279.000,0.000,0.000,0.000
45319.000,0.000,0.000,0.000
45360.000,0.000,0.000,0.000
45399.000,0.000,0.000,0.000
45439.000,0.000,0.000,0.000
45479.000,0.000,0.000,0.000
45519.000,0.000,0.000,0.000
45559.000,0.000,0.000,0.000
45599.000,0.000,0.000,0.000
45639.000,0.000,0.000,0.000
45679.000,0.000,0.000,0.000
45719.000,0.000,0.000,0.000
45759.000,0.000,0.000,0.000
45799.000,0.000,0.000,0.000
45839.000,0.000,0.000,0.000
45879.000,0.000,0.000,0.000
45919.000,0.000,0.000,0.000
45959.000,0.000,0.000,0.000
45999.000,0.000,0.000,0.000
46039.000,0.000,0.000,0.000
46079.000,0.000,0.000,0.000
46119.000,0.000,0.000,0.000
46159.000,0.000,0.000,0.000
46199.000,0.000,0.000,0.000
46239.000,0.000,0.000,0.000
46279.000,0.000,0.000,0.000
46319.000,0.000,0.000,0.000
46359.000,0.000,0.000,0.000
46399.000,0.000,0.000,0.000
46439.000,0.000,0.000,0.000
46479.000,0.000,0.000,0.000
46519.000,0.000,0.000,0.000
46559.000,0.000,0.000,0.000
46599.000,0.000,0.000,0.000
46639.000,0.000,0.000,0.000
46679.000,0.000,0.000,0.000
46719.000,0.000,0.000,0.000
46759.000,0.000,0.000,0.000
46799.000,0.000,0.000,0.000
46839.000,0.000,0.000,0.000
46879.000,0.000,0.000,0.000
46919.000,0.000,0.000,0.000
46959.000,0.000,0.000,0.000
46999.000,0.000,0.000,0.000
47039.000,0.000,0.000,0.000
47079.000,0.000,0.000,0.000
47119.000,0.000,0.000,0.000
47159.000,0.000,0.000,0.000
47199.000,0.000,0.000,0.000
47239.000,0.000,0.000,0.000
47279.000,0.000,0.000,0.000
47319.000,0.000,0.000,0.000
47359.000,0.000,0.000,0.000
47399.000,0.000,0.000,0.000
47439.000,0.000,0.000,0.000
47479.000,0.000,0.000,0.000
47519.000,0.000,0.000,0.000
47559.000,0.000,0.000,0.000
47599.000,0.000,0.000,0.000
47639.000,0.000,0.000,0.000
47679.000,0.000,0.000,0.000
47719.000,0.000,0.000,0.000
47759.000,0.000,0.000,0.000
47799.000,0.000,0.000,0.000
47839.000,0.000,0.000,0.000
47879.000,0.000,0.000,0.000
47919.000,0.000,0.000,0.000
47959.000,0.000,0.000,0.000
47999.000,0.000,0.000,0.000
48039.000,0.000,0.000,0.000
48079.000,0.000,0.000,0.000
48119.000,0.000,0.000,0.000
48159.000,0.000,0.000,0.000
48199.000,0.000,0.000,0.000
48239.000,0.000,0.000,0.000
48279.000,0.000,0.000,0.000
48319.000,0.000,0.000,0.000
48359.000,0.000,0.000,0.000
48399.000,0.000,0.000,0.000
48439.000,0.000,0.000,0.000
48479.000,0.000,0.000,0.000
48519.000,0.000,0.000,0.000
48559.000,0.000,0.000,0.000
48599.000,0.000,0.000,0.000
48639.000,0.000,0.000,0.000
48679.000,0.000,0.000,0.000
48719.000,0.000,0.000,0.000
48759.000,0.000,0.000,0.000
48799.000,0.000,0.000,0.000
48840.000,0.000,0.000,0.000
48879.000,0.000,0.000,0.000
48919.000,0.000,0.000,0.000
48959.000,0.000,0.000,0.000
48999.000,0.000,0.000,0.000
49039.000,0.000,0.000,0.000
49079.000,0.000,0.000,0.000
49119.000,0.000,0.000,0.000
49159.000,0.000,0.000,0.000
49199.000,0.000,0.000,0.000
49239.000,0.000,0.000,0.000
49279.000,0.000,0.000,0.000
49319.000,0.000,0.000,0.000
49359.000,0.000,0.000,0.000
49399.000,0.000,0.000,0.000
49439.000,0.000,0.000,0.000
49479.000,0.000,0.000,0.000
49519.000,0.000,0.000,0.000
49559.000,0.000,0.000,0.000
49599.000,0.000,0.000,0.000
49639.000,0.000,0.000,0.000
49679.000,0.000,0.000,0.000
49719.000,0.000,0.000,0.000
49759.000,0.000,0.000,0.000
49799.000,0.000,0.000,0.000
49840.000,0.000,0.000,0.000
49879.000,0.000,0.000,0.000
49919.000,0.000,0.000,0.000
49959.000,0.000,0.000,0.000
49999.000,0.000,0.000,0.000
50039.000,0.000,0.000,0.000
50079.000,0.000,0.000,0.000
50119.000,0.000,0.000,0.000
50159.000,0.000,0.000,0.000
50199.000,0.000,0.000,0.000
50239.000,0.000,0.000,0.000
50279.000,0.000,0.000,0.000
50319.000,0.000,0.000,0.000
50359.000,0.000,0.000,0.000
50399.000,0.000,0.000,0.000
50439.000,0.000,0.000,0.000
50479.000,0.000,0.000,0.000
50519.000,0.000,0.000,0.000
50559.000,0.000,0.000,0.000
50599.000,0.000,0.000,0.000
50639.000,0.000,0.000,0.000
50679.000,0.000,0.000,0.000
50719.000,0.000,0.000,0.000
50759.000,0.000,0.000,0.000
50799.000,0.000,0.000,0.000
50839.000,0.000,0.000,0.000
50879.000,0.000,0.000,0.000
50919.000,0.000,0.000,0.000
50959.000,0.000,0.000,0.000
50999.000,0.000,0.000,0.000
51039.000,0.000,0.000,0.000
51079.000,0.000,0.000,0.000
51119.000,0.000,0.000,0.000
51159.000,0.000,0.000,0.000
51199.000,0.000,0.000,0.000
51239.000,0.000,0.000,0.000
51279.000,0.000,0.000,0.000
51319.000,0.000,0.000,0.000
51359.000,0.000,0.000,0.000
51399.000,0.000,0.000,0.000
51439.000,0.000,0.000,0.000
51479.000,0.000,0.000,0.000
51519.000,0.000,0.000,0.000
51559.000,0.000,0.000,0.000
51599.000,0.000,0.000,0.000
51639.000,0.000,0.000,0.000
51679.000,0.000,0.000,0.000
51719.000,0.000,0.000,0.000
51759.000,0.000,0.000,0.000
51799.000,0.000,0.000,0.000
51839.000,0.000,0.000,0.000
51879.000,0.000,0.000,0.000
51919.000,0.000,0.000,0.000
51959.000,0.000,0.000,0.000
51999.000,0.000,0.000,0.000
52039.000,0.000,0.000,0.000
52079.000,0.000,0.000,0.000
52119.000,0.000,0.000,0.000
52159.000,0.000,0.000,0.000
52199.000,0.000,0.000,0.000
52239.000,0.000,0.000,0.000
52279.000,0.000,0.000,0.000
52319.000,0.000,0.000,0.000
52359.000,0.000,0.000,0.000
52399.000,0.000,0.000,0.000
52439.000,0.000,0.000,0.000
52479.000,0.000,0.000,0.000
52519.000,0.000,0.000,0.000
52559.000,0.000,0.000,0.000
52599.000,0.000,0.000,0.000
52639.000,0.000,0.000,0.000
52679.000,0.000,0.000,0.000
52719.000,0.000,0.000,0.000
52759.000,0.000,0.000,0.000
52799.000,0.000,0.000,0.000
52839.000,0.000,0.000,0.000
52879.000,0.000,0.000,0.000
52919.000,0.000,0.000,0.000
52959.000,0.000,0.000,0.000
52999.000,0.000,0.000,0.000
53039.000,0.000,0.000,0.000
53079.000,0.000,0.000,0.000
53119.000,0.000,0.000,0.000
53159.000,0.000,0.000,0.000
53199.000,0.000,0.000,0.000
53239.000,0.000,0.000,0.000
53279.000,0.000,0.000,0.000
53319.000,0.000,0.000,0.000
53359.000,0.000,0.000,0.000
53399.000,0.000,0.000,0.000
53439.000,0.000,0.000,0.000
53479.000,0.000,0.000,0.000
53519.000,0.000,0.000,0.000
53559.000,0.000,0.000,0.000
53599.000,0.000,0.000,0.000
53639.000,0.000,0.000,0.000
53679.000,0.000,0.000,0.000
53719.000,0.000,0.000,0.000
53759.000,0.000,0.000,0.000
53799.000,0.000,0.000,0.000
53839.000,0.000,0.000,0.000
53879.000,0.000,0.000,0.000
53919.000,0.000,0.000,0.000
53959.000,0.000,0.000,0.000
53999.000,0.000,0.000,0.000
54039.000,0.000,0.000,0.000
54082.000,0.000,0.000,0.000
54119.000,0.000,0.000,0.000
54159.000,0.000,0.000,0.000
54199.000,0.000,0.000,0.000
54239.000,0.000,0.000,0.000
54279.000,0.000,0.000,0.000
54319.000,0.000,0.000,0.000
54359.000,0.000,0.000,0.000
54399.000,0.000,0.000,0.000
54439.000,0.000,0.000,0.000
54480.000,0.000,0.000,0.000
54519.000,0.000,0.000,0.000
54559.000,0.000,0.000,0.000
54599.000,0.000,0.000,0.000
54639.000,0.000,0.000,0.000
54679.000,0.000,0.000,0.000
54719.000,0.000,0.000,0.000
54759.000,0.000,0.000,0.000
54799.000,0.000,0.000,0.000
54839.000,0.000,0.000,0.000
54879.000,0.000,0.000,0.000
54919.000,0.000,0.000,0.000
54959.000,0.000,0.000,0.000
54999.000,0.000,0.000,0.000
55039.000,0.000,0.000,0.000
55079.000,0.000,0.000,0.000
55119.000,0.000,0.000,0.000
55159.000,0.000,0.000,0.000
55199.000,0.000,0.000,0.000
55239.000,0.000,0.000,0.000
55280.000,0.000,0.000,0.000
55319.000,0.000,0.000,0.000
55359.000,0.000,0.000,0.000
55399.000,0.000,0.000,0.000
55442.000,0.000,0.000,0.000
55479.000,0.000,0.000,0.000
55519.000,0.000,0.000,0.000
55559.000,0.000,0.000,0.000
55599.000,0.000,0.000,0.000
55639.000,0.000,0.000,0.000
55679.000,0.000,0.000,0.000
55719.000,0.000,0.000,0.000
55759.000,0.000,0.000,0.000
55799.000,0.000,0.000,0.000
55839.000,0.000,0.000,0.000
55879.000,0.000,0.000,0.000
55919.000,0.000,0.000,0.000
55959.000,0.000,0.000,0.000
55999.000,0.000,0.000,0.000
56039.000,0.000,0.000,0.000
56079.000,0.000,0.000,0.000
56119.000,0.000,0.000,0.000
56159.000,0.000,0.000,0.000
56199.000,0.000,0.000,0.000
56239.000,0.000,0.000,0.000
56279.000,0.000,0.000,0.000
56319.000,0.000,0.000,0.000
56359.000,0.000,0.000,0.000
56399.000,0.000,0.000,0.000
56439.000,0.000,0.000,0.000
56479.000,0.000,0.000,0.000
56519.000,0.000,0.000,0.000
56559.000,0.000,0.000,0.000
56599.000,0.000,0.000,0.000
56639.000,0.000,0.000,0.000
56680.000,0.000,0.000,0.000
56719.000,0.000,0.000,0.000
56759.000,0.000,0.000,0.000
56799.000,0.000,0.000,0.000
56839.000,0.000,0.000,0.000
56879.000,0.000,0.000,0.000
56919.000,0.000,0.000,0.000
56959.000,0.000,0.000,0.000
56999.000,0.000,0.000,0.000
57039.000,0.000,0.000,0.000
57079.000,0.000,0.000,0.000
57120.000,0.000,0.000,0.000
57159.000,0.000,0.000,0.000
57199.000,0.000,0.000,0.000
57239.000,0.000,0.000,0.000
57279.000,0.000,0.000,0.000
57319.000,0.000,0.000,0.000
57359.000,0.000,0.000,0.000
57399.000,0.000,0.000,0.000
57439.000,0.000,0.000,0.000
57479.000,0.000,0.000,0.000
57519.000,0.000,0.000,0.000
57559.000,0.000,0.000,0.000
57599.000,0.000,0.000,0.000
57639.000,0.000,0.000,0.000
57679.000,0.000,0.000,0.000
57719.000,0.000,0.000,0.000
57759.000,0.000,0.000,0.000
57799.000,0.000,0.000,0.000
57839.000,0.000,0.000,0.000
57879.000,0.000,0.000,0.000
57919.000,0.000,0.000,0.000
57959.000,0.000,0.000,0.000
57999.000,0.000,0.000,0.000
58039.000,0.000,0.000,0.000
58079.000,0.000,0.000,0.000
58119.000,0.000,0.000,0.000
58159.000,0.000,0.000,0.000
58199.000,0.000,0.000,0.000
58239.000,0.000,0.000,0.000
58279.000,0.000,0.000,0.000
58319.000,0.000,0.000,0.000
58359.000,0.000,0.000,0.000
58399.000,0.000,0.000,0.000
58439.000,0.000,0.000,0.000
58479.000,0.000,0.000,0.000
58519.000,0.000,0.000,0.000
58559.000,0.000,0.000,0.000
58599.000,0.000,0.000,0.000
58639.000,0.000,0.000,0.000
58679.000,0.000,0.000,0.000
58719.000,0.000,0.000,0.000
58759.000,0.000,0.000,0.000
58799.000,0.000,0.000,0.000
58839.000,0.000,0.000,0.000
58879.000,0.000,0.000,0.000
58919.000,0.000,0.000,0.000
58959.000,0.000,0.000,0.000
58999.000,0.000,0.000,0.000
59039.000,0.000,0.000,0.000
59079.000,0.000,0.000,0.000
59119.000,0.000,0.000,0.000
59159.000,0.000,0.000,0.000
59199.000,0.000,0.000,0.000
59239.000,0.000,0.000,0.000
59279.000,0.000,0.000,0.000
59319.000,0.000,0.000,0.000
59360.000,0.000,0.000,0.000
59399.000,0.000,0.000,0.000
59439.000,0.000,0.000,0.000
59479.000,0.000,0.000,0.000
59519.000,0.000,0.000,0.000
59559.000,0.000,0.000,0.000
59599.000,0.000,0.000,0.000
59639.000,0.000,0.000,0.000
59679.000,0.000,0.000,0.000
59719.000,0.000,0.000,0.000
59759.000,0.000,0.000,0.000
59799.000,0.000,0.000,0.000
59839.000,0.000,0.000,0.000
59879.000,0.000,0.000,0.000
59919.000,0.000,0.000,0.000
59959.000,0.000,0.000,0.000
59999.000,0.000,0.000,0.000
60039.000,0.000,0.000,0.000
60079.000,0.000,0.000,0.000
60119.000,0.000,0.000,0.000
60159.000,0.000,0.000,0.000
60199.000,0.000,0.000,0.000
60239.000,0.000,0.000,0.000
60279.000,0.000,0.000,0.000
60319.000,0.000,0.000,0.000
60359.000,0.000,0.000,0.000
60399.000,0.000,0.000,0.000
60440.000,0.000,0.000,0.000
60479.000,0.000,0.000,0.000
60519.000,0.000,0.000,0.000
60559.000,0.000,0.000,0.000
60599.000,0.000,0.000,0.000
60639.000,0.000,0.000,0.000
60679.000,0.000,0.000,0.000
60719.000,0.000,0.000,0.000
60759.000,0.000,0.000,0.000
60799.000,0.000,0.000,0.000
60839.000,0.000,0.000,0.000
60879.000,0.000,0.000,0.000
60919.000,0.000,0.000,0.000
60959.000,0.000,0.000,0.000
60999.000,0.000,0.000,0.000
61039.000,0.000,0.000,0.000
61079.000,0.000,0.000,0.000
61119.000,0.000,0.000,0.000
61159.000,0.000,0.000,0.000
61199.000,0.000,0.000,0.000
61239.000,0.000,0.000,0.000
61279.000,0.000,0.000,0.000
61319.000,0.000,0.000,0.000
61359.000,0.000,0.000,0.000
61399.000,0.000,0.000,0.000
61439.000,0.000,0.000,0.000
61480.000,0.000,0.000,0.000
61519.000,0.000,0.000,0.000
61559.000,0.000,0.000,0.000
61599.000,0.000,0.000,0.000
61639.000,0.000,0.000,0.000
61679.000,0.000,0.000,0.000
61719.000,0.000,0.000,0.000
61759.000,0.000,0.000,0.000
61799.000,0.000,0.000,0.000
61839.000,0.000,0.000,0.000
61879.000,0.000,0.000,0.000
61919.000,0.000,0.000,0.000
61959.000,0.000,0.000,0.000
61999.000,0.000,0.000,0.000
62039.000,0.000,0.000,0.000
62079.000,0.000,0.000,0.000
62119.000,0.000,0.000,0.000
62159.000,0.000,0.000,0.000
62199.000,0.000,0.000,0.000
62241.000,0.000,0.000,0.000
62279.000,0.000,0.000,0.000
62319.000,0.000,0.000,0.000
62359.000,0.000,0.000,0.000
62399.000,0.000,0.000,0.000
62439.000,0.000,0.000,0.000
62479.000,0.000,0.000,0.000
62519.000,0.000,0.000,0.000
62559.000,0.000,0.000,0.000
62599.000,0.000,0.000,0.000
62639.000,0.000,0.000,0.000
62679.000,0.000,0.000,0.000
62719.000,0.000,0.000,0.000
62759.000,0.000,0.000,0.000
62799.000,0.000,0.000,0.000
62839.000,0.000,0.000,0.000
62879.000,0.000,0.000,0.000
62919.000,0.000,0.000,0.000
62959.000,0.000,0.000,0.000
63000.000,0.000,0.000,0.000
63039.000,0.000,0.000,0.000
63079.000,0.000,0.000,0.000
63119.000,0.000,0.000,0.000
63159.000,0.000,0.000,0.000
63199.000,0.000,0.000,0.000
63239.000,0.000,0.000,0.000
63279.000,0.000,0.000,0.000
63319.000,0.000,0.000,0.000
63359.000,0.000,0.000,0.000
63400.000,0.000,0.000,0.000
63439.000,0.000,0.000,0.000
63481.000,0.000,0.000,0.000
63520.000,0.000,0.000,0.000
63559.000,0.000,0.000,0.000
63600.000,0.000,0.000,0.000
63639.000,0.000,0.000,0.000
63679.000,0.000,0.000,0.000
63719.000,0.000,0.000,0.000
63759.000,0.000,0.000,0.000
63799.000,0.000,0.000,0.000
63839.000,0.000,0.000,0.000
63879.000,0.000,0.000,0.000
63919.000,0.000,0.000,0.000
63959.000,0.000,0.000,0.000
63999.000,0.000,0.000,0.000
64039.000,0.000,0.000,0.000
64079.000,0.000,0.000,0.000
64119.000,0.000,0.000,0.000
64159.000,0.000,0.000,0.000
64199.000,0.000,0.000,0.000
64240.000,0.000,0.000,0.000
64279.000,0.000,0.000,0.000
64319.000,0.000,0.000,0.000
64359.000,0.000,0.000,0.000
64399.000,0.000,0.000,0.000
64439.000,0.000,0.000,0.000
64479.000,0.000,0.000,0.000
64519.000,0.000,0.000,0.000
64559.000,0.000,0.000,0.000
64599.000,0.000,0.000,0.000
64639.000,0.000,0.000,0.000
64679.000,0.000,0.000,0.000
64719.000,0.000,0.000,0.000
64759.000,0.000,0.000,0.000
64799.000,0.000,0.000,0.000
64839.000,0.000,0.000,0.000
64879.000,0.000,0.000,0.000
64919.000,0.000,0.000,0.000
64960.000,0.000,0.000,0.000
64999.000,0.000,0.000,0.000
65039.000,0.000,0.000,0.000
65079.000,0.000,0.000,0.000
65119.000,0.000,0.000,0.000
65159.000,0.000,0.000,0.000
65199.000,0.000,0.000,0.000
65239.000,0.000,0.000,0.000
65279.000,0.000,0.000,0.000
65319.000,0.000,0.000,0.000
65359.000,0.000,0.000,0.000
65399.000,0.000,0.000,0.000
65439.000,0.000,0.000,0.000
65479.000,0.000,0.000,0.000
65519.000,0.000,0.000,0.000
65559.000,0.000,0.000,0.000
